date,Last
2021-01-13 22:00:00,37291.25
2021-01-13 22:30:00,37337.88
2021-01-13 23:00:00,37204.09
2021-01-13 23:30:00,37253.91
2021-01-14 00:00:00,37371.38
2021-01-14 00:30:00,37879.3
2021-01-14 01:00:00,37766.0
2021-01-14 01:30:00,37761.24
2021-01-14 02:00:00,37451.13
2021-01-14 02:30:00,37295.26
2021-01-14 03:00:00,37440.92
2021-01-14 03:30:00,37347.65
2021-01-14 04:00:00,37045.13
2021-01-14 04:30:00,37245.18
2021-01-14 05:00:00,37503.99
2021-01-14 05:30:00,37431.77
2021-01-14 06:00:00,37529.11
2021-01-14 06:30:00,38000.0
2021-01-14 07:00:00,37837.2
2021-01-14 07:30:00,38557.99
2021-01-14 08:00:00,38199.52
2021-01-14 08:30:00,38380.82
2021-01-14 09:00:00,38370.01
2021-01-14 09:30:00,38064.47
2021-01-14 10:00:00,37938.1
2021-01-14 10:30:00,38201.56
2021-01-14 11:00:00,38488.05
2021-01-14 11:30:00,38160.99
2021-01-14 12:00:00,38365.86
2021-01-14 12:30:00,37927.34
2021-01-14 13:00:00,38257.97
2021-01-14 13:30:00,38617.81
2021-01-14 14:00:00,38977.98
2021-01-14 14:30:00,39261.81
2021-01-14 15:00:00,39577.53
2021-01-14 15:30:00,39853.84
2021-01-14 16:00:00,39546.01
2021-01-14 16:30:00,39708.67
2021-01-14 17:00:00,39286.43
2021-01-14 17:30:00,39787.02
2021-01-14 18:00:00,39429.25
2021-01-14 18:30:00,39396.27
2021-01-14 19:00:00,39344.8
2021-01-14 19:30:00,39649.26
2021-01-14 20:00:00,39876.97
2021-01-14 20:30:00,39560.88
2021-01-14 21:00:00,39321.64
2021-01-14 21:30:00,38475.84
2021-01-14 22:00:00,38782.41
2021-01-14 22:30:00,38550.12
2021-01-14 23:00:00,38988.61
2021-01-14 23:30:00,38875.76
2021-01-15 00:00:00,39145.21
2021-01-15 00:30:00,39400.01
2021-01-15 01:00:00,39452.89
2021-01-15 01:30:00,39461.55
2021-01-15 02:00:00,39175.73
2021-01-15 02:30:00,39408.09
2021-01-15 03:00:00,39267.76
2021-01-15 03:30:00,38783.61
2021-01-15 04:00:00,38700.0
2021-01-15 04:30:00,38488.0
2021-01-15 05:00:00,38425.82
2021-01-15 05:30:00,38740.87
2021-01-15 06:00:00,37808.9
2021-01-15 06:30:00,37970.87
2021-01-15 07:00:00,38044.94
2021-01-15 07:30:00,38406.41
2021-01-15 08:00:00,38473.07
2021-01-15 08:30:00,38469.67
2021-01-15 09:00:00,38280.2
2021-01-15 09:30:00,38453.97
2021-01-15 10:00:00,38677.24
2021-01-15 10:30:00,38577.7
2021-01-15 11:00:00,38441.89
2021-01-15 11:30:00,38167.4
2021-01-15 12:00:00,38108.87
2021-01-15 12:30:00,37426.73
2021-01-15 13:00:00,37770.64
2021-01-15 13:30:00,37484.23
2021-01-15 14:00:00,37683.93
2021-01-15 14:30:00,37210.3
2021-01-15 15:00:00,36940.11
2021-01-15 15:30:00,36806.93
2021-01-15 16:00:00,35610.79
2021-01-15 16:30:00,35999.99
2021-01-15 17:00:00,36149.47
2021-01-15 17:30:00,35998.56
2021-01-15 18:00:00,35947.31
2021-01-15 18:30:00,35889.31
2021-01-15 19:00:00,35421.56
2021-01-15 19:30:00,35810.94
2021-01-15 20:00:00,35218.94
2021-01-15 20:30:00,35295.02
2021-01-15 21:00:00,35605.7
2021-01-15 21:30:00,35912.54
2021-01-15 22:00:00,36233.76
2021-01-15 22:30:00,36281.51
2021-01-15 23:00:00,36600.0
2021-01-15 23:30:00,36626.14
2021-01-16 00:00:00,36737.43
2021-01-16 00:30:00,37194.2
2021-01-16 01:00:00,37159.51
2021-01-16 01:30:00,37391.11
2021-01-16 02:00:00,37003.76
2021-01-16 02:30:00,36681.51
2021-01-16 03:00:00,36224.51
2021-01-16 03:30:00,36445.34
2021-01-16 04:00:00,36532.92
2021-01-16 04:30:00,36266.01
2021-01-16 05:00:00,36575.37
2021-01-16 05:30:00,35863.73
2021-01-16 06:00:00,35854.37
2021-01-16 06:30:00,36206.18
2021-01-16 07:00:00,36110.57
2021-01-16 07:30:00,36715.05
2021-01-16 08:00:00,36565.74
2021-01-16 08:30:00,36619.61
2021-01-16 09:00:00,37462.57
2021-01-16 09:30:00,37272.96
2021-01-16 10:00:00,37448.78
2021-01-16 10:30:00,37707.2
2021-01-16 11:00:00,37410.67
2021-01-16 11:30:00,37547.58
2021-01-16 12:00:00,37680.0
2021-01-16 12:30:00,36940.96
2021-01-16 13:00:00,37357.15
2021-01-16 13:30:00,37648.63
2021-01-16 14:00:00,37148.15
2021-01-16 14:30:00,36735.71
2021-01-16 15:00:00,37232.19
2021-01-16 15:30:00,37174.16
